date,base,quote,rate
2025-05-19,EUR,BRL,6.3616
2025-05-20,EUR,BRL,6.3663
2025-05-21,EUR,BRL,6.405
2025-05-22,EUR,BRL,6.3971
2025-05-23,EUR,BRL,6.4329
2025-05-24,EUR,BRL,6.4395
2025-05-25,EUR,BRL,6.4403
2025-05-26,EUR,BRL,6.445
2025-05-27,EUR,BRL,6.4424
2025-05-28,EUR,BRL,6.4199
2025-05-29,EUR,BRL,6.408
2025-05-30,EUR,BRL,6.4425
2025-05-31,EUR,BRL,6.4433
2025-06-01,EUR,BRL,6.4486
2025-06-02,EUR,BRL,6.487
2025-06-03,EUR,BRL,6.4821
2025-06-04,EUR,BRL,6.4293
2025-06-05,EUR,BRL,6.4207
2025-06-06,EUR,BRL,6.3967
2025-06-07,EUR,BRL,6.3946
2025-06-08,EUR,BRL,6.3943
2025-06-09,EUR,BRL,6.372
2025-06-10,EUR,BRL,6.3531
2025-06-11,EUR,BRL,6.3621
2025-06-12,EUR,BRL,6.3836
2025-06-13,EUR,BRL,6.4055
2025-06-14,EUR,BRL,6.403
2025-06-15,EUR,BRL,6.4039
2025-06-16,EUR,BRL,6.3917
2025-06-17,EUR,BRL,6.36
2025-06-18,EUR,BRL,6.3246
2025-06-19,EUR,BRL,6.3094
2025-06-20,EUR,BRL,6.3175
2025-06-21,EUR,BRL,6.3189
2025-06-22,EUR,BRL,6.3224
2025-06-23,EUR,BRL,6.3506
2025-06-24,EUR,BRL,6.3652
2025-06-25,EUR,BRL,6.4122
2025-06-26,EUR,BRL,6.4592
2025-06-27,EUR,BRL,6.4333
2025-06-28,EUR,BRL,6.4289
2025-06-29,EUR,BRL,6.4308
2025-06-30,EUR,BRL,6.4241
2025-07-01,EUR,BRL,6.4117
2025-07-02,EUR,BRL,6.4293
2025-07-03,EUR,BRL,6.3966
2025-07-04,EUR,BRL,6.3805
2025-07-05,EUR,BRL,6.3786
2025-07-06,EUR,BRL,6.3782
2025-07-07,EUR,BRL,6.3924
2025-07-08,EUR,BRL,6.41
2025-07-09,EUR,BRL,6.4004
2025-07-10,EUR,BRL,6.4995
2025-07-11,EUR,BRL,6.5039
2025-07-12,EUR,BRL,6.5002
2025-07-13,EUR,BRL,6.4978
2025-07-14,EUR,BRL,6.4929
2025-07-15,EUR,BRL,6.5124
2025-07-16,EUR,BRL,6.479
2025-07-17,EUR,BRL,6.469
2025-07-18,EUR,BRL,6.4617
2025-07-19,EUR,BRL,6.4624
2025-07-20,EUR,BRL,6.464
2025-07-21,EUR,BRL,6.4903
2025-07-22,EUR,BRL,6.5112
2025-07-23,EUR,BRL,6.5239
2025-07-24,EUR,BRL,6.4995
2025-07-25,EUR,BRL,6.4961
2025-07-26,EUR,BRL,6.4944
2025-07-27,EUR,BRL,6.4963
2025-07-28,EUR,BRL,6.5157
2025-07-29,EUR,BRL,6.4726
2025-07-30,EUR,BRL,6.4517
2025-07-31,EUR,BRL,6.4084
2025-08-01,EUR,BRL,6.4016
2025-08-02,EUR,BRL,6.4056
2025-08-03,EUR,BRL,6.4056
2025-08-04,EUR,BRL,6.4007
2025-08-05,EUR,BRL,6.3796
2025-08-06,EUR,BRL,6.3744
2025-08-07,EUR,BRL,6.3697
2025-08-08,EUR,BRL,6.3458
2025-08-09,EUR,BRL,6.3412
2025-08-10,EUR,BRL,6.3376
2025-08-11,EUR,BRL,6.335
2025-08-12,EUR,BRL,6.3123
2025-08-13,EUR,BRL,6.3102
2025-08-14,EUR,BRL,6.3136
2025-08-15,EUR,BRL,6.309
2025-08-16,EUR,BRL,6.3107
2025-08-17,EUR,BRL,6.31
2025-08-18,EUR,BRL,6.3245
2025-08-19,EUR,BRL,6.3512
2025-08-20,EUR,BRL,6.3801
2025-08-21,EUR,BRL,6.3834
2025-08-22,EUR,BRL,6.3545
2025-08-23,EUR,BRL,6.3534
2025-08-24,EUR,BRL,6.3505
2025-08-25,EUR,BRL,6.344
2025-08-26,EUR,BRL,6.3132
2025-08-27,EUR,BRL,6.315
2025-08-28,EUR,BRL,6.3081
2025-08-29,EUR,BRL,6.3283
2025-08-30,EUR,BRL,6.3282
2025-08-31,EUR,BRL,6.3293
2025-09-01,EUR,BRL,6.3524
2025-09-02,EUR,BRL,6.3657
2025-09-03,EUR,BRL,6.3568
2025-09-04,EUR,BRL,6.3578
2025-09-05,EUR,BRL,6.3455
2025-09-06,EUR,BRL,6.3467
2025-09-07,EUR,BRL,6.3468
2025-09-08,EUR,BRL,6.352
2025-09-09,EUR,BRL,6.3742
2025-09-10,EUR,BRL,6.3592
2025-09-11,EUR,BRL,6.3354
2025-09-12,EUR,BRL,6.3158
2025-09-13,EUR,BRL,6.3156
2025-09-14,EUR,BRL,6.3137
2025-09-15,EUR,BRL,6.2831
2025-09-16,EUR,BRL,6.2743
2025-09-17,EUR,BRL,6.2802
2025-09-18,EUR,BRL,6.2609
2025-09-19,EUR,BRL,6.2639
2025-09-20,EUR,BRL,6.2616
2025-09-21,EUR,BRL,6.2611
2025-09-22,EUR,BRL,6.2726
2025-09-23,EUR,BRL,6.2844
2025-09-24,EUR,BRL,6.2499
2025-09-25,EUR,BRL,6.2515
2025-09-26,EUR,BRL,6.2557
2025-09-27,EUR,BRL,6.2559
2025-09-28,EUR,BRL,6.2558
2025-09-29,EUR,BRL,6.2542
2025-09-30,EUR,BRL,6.2473
2025-10-01,EUR,BRL,6.2481
2025-10-02,EUR,BRL,6.256
2025-10-03,EUR,BRL,6.2691
2025-10-04,EUR,BRL,6.2699
2025-10-05,EUR,BRL,6.2702
2025-10-06,EUR,BRL,6.2474
2025-10-07,EUR,BRL,6.2274
2025-10-08,EUR,BRL,6.2309
2025-10-09,EUR,BRL,6.2171
2025-10-10,EUR,BRL,6.2359
2025-10-11,EUR,BRL,6.2364
2025-10-12,EUR,BRL,6.2466
2025-10-13,EUR,BRL,6.3361
2025-10-14,EUR,BRL,6.347
2025-10-15,EUR,BRL,6.3521
2025-10-16,EUR,BRL,6.3553
2025-10-17,EUR,BRL,6.3517
2025-10-18,EUR,BRL,6.3529
2025-10-19,EUR,BRL,6.3503
2025-10-20,EUR,BRL,6.3129
2025-10-21,EUR,BRL,6.2692
2025-10-22,EUR,BRL,6.2567
2025-10-23,EUR,BRL,6.2602
2025-10-24,EUR,BRL,6.2564
2025-10-25,EUR,BRL,6.2566
2025-10-26,EUR,BRL,6.2568
2025-10-27,EUR,BRL,6.2585
2025-10-28,EUR,BRL,6.2647
2025-10-29,EUR,BRL,6.2375
2025-10-30,EUR,BRL,6.238
2025-10-31,EUR,BRL,6.2277
2025-11-01,EUR,BRL,6.2269
2025-11-02,EUR,BRL,6.2255
2025-11-03,EUR,BRL,6.1965
2025-11-04,EUR,BRL,6.1897
2025-11-05,EUR,BRL,6.1949
2025-11-06,EUR,BRL,6.17
2025-11-07,EUR,BRL,6.1869
2025-11-08,EUR,BRL,6.1885
2025-11-09,EUR,BRL,6.1885
2025-11-10,EUR,BRL,6.1686
2025-11-11,EUR,BRL,6.1375
2025-11-12,EUR,BRL,6.1191
2025-11-13,EUR,BRL,6.1349
2025-11-14,EUR,BRL,6.1615
2025-11-15,EUR,BRL,6.1625
2025-11-16,EUR,BRL,6.1637
2025-11-17,EUR,BRL,6.1569
2025-11-18,EUR,BRL,6.1743
2025-11-19,EUR,BRL,6.175
2025-11-20,EUR,BRL,6.155
2025-11-21,EUR,BRL,6.178
2025-11-22,EUR,BRL,6.1787
2025-11-23,EUR,BRL,6.1829
2025-11-24,EUR,BRL,6.2109
2025-11-25,EUR,BRL,6.2125
2025-11-26,EUR,BRL,6.2233
2025-11-27,EUR,BRL,6.2061
2025-11-28,EUR,BRL,6.194
2025-11-29,EUR,BRL,6.1935
2025-11-30,EUR,BRL,6.1926
2025-12-01,EUR,BRL,6.2032
2025-12-02,EUR,BRL,6.2174
2025-12-03,EUR,BRL,6.2039
2025-12-04,EUR,BRL,6.1988
2025-12-05,EUR,BRL,6.209
2025-12-06,EUR,BRL,6.2076
2025-12-07,EUR,BRL,6.2152
2025-12-08,EUR,BRL,6.2925
2025-12-09,EUR,BRL,6.3262
2025-12-10,EUR,BRL,6.3408
2025-12-11,EUR,BRL,6.3693
2025-12-12,EUR,BRL,6.3542
2025-12-13,EUR,BRL,6.3524
2025-12-14,EUR,BRL,6.3503
2025-12-15,EUR,BRL,6.3503
2025-12-16,EUR,BRL,6.3781
2025-12-17,EUR,BRL,6.4372
2025-12-18,EUR,BRL,6.4745
2025-12-19,EUR,BRL,6.4742
2025-12-20,EUR,BRL,6.4737
2025-12-21,EUR,BRL,6.4747
2025-12-22,EUR,BRL,6.4979
2025-12-23,EUR,BRL,6.5529
2025-12-24,EUR,BRL,6.544
2025-12-25,EUR,BRL,6.5367
2025-12-26,EUR,BRL,6.5349
2025-12-27,EUR,BRL,6.531
2025-12-28,EUR,BRL,6.5302
2025-12-29,EUR,BRL,6.5407
2025-12-30,EUR,BRL,6.5227
2025-12-31,EUR,BRL,6.4744
2026-01-01,EUR,BRL,6.4671
